Employee ID,Gender,Age,Department,Job Role,Date of Joining,Salary (BGN),Performance Rating,Absenteeism Rate,Engagement Score,Education Level,Years in Current Role,Years at Company,Promotion in Last 2 Years,Overtime Hours per Week,Training Hours per Year,Office Location,Bonus Received in Last Year
8526,Female,30,Wealth Management,Financial Advisor,4/25/2023,4900,4,0.15,3.8,PhD,1,1,Yes,9,38,Ruse,Yes
9311,Male,30,Loan Servicing,Loan Underwriter,04/04/2016,3900,3,0.02,3.3,Bachelor's,9,8,Yes,7,40,Burgas,No
7474,Female,56,Trade Finance,Trade Finance Manager,12/01/2021,4500,1,0.3,1,PhD,1,2,No,12,68,Varna,Yes
2570,Female,49,Digital Banking,Online Banking Manager,4/22/2024,3000,2,0.37,2,PhD,1,0,No,9,72,Sofia,No
2249,Female,44,Treasury,Liquidity Specialist,7/31/2014,6900,4,0.02,4.1,Master's,2,10,No,14,71,Ruse,Yes
8375,Male,24,Security,Cybersecurity Specialist,3/19/2010,5500,3,0.17,2.8,High School,1,14,Yes,14,51,Burgas,No
4459,Female,48,Internal Audit,Audit Analyst,04/08/2011,1700,2,0.46,2,Bachelor's,6,13,No,16,18,Burgas,Yes
8705,Female,45,Business Transformation,Change Manager,1/22/2010,10900,5,0.16,5,High School,3,14,No,17,61,Burgas,Yes
7864,Female,40,Collection,Debt Recovery Specialist,4/14/2024,8200,4,0.06,3.7,Master's,1,0,Yes,3,45,Sofia,Yes
5154,Female,48,Compliance,AML Officer,02/10/2010,6300,3,0.03,2.8,PhD,6,14,No,9,41,Sofia,No
7678,Female,27,Loan Servicing,Loan Processor,3/14/2019,1400,1,0.45,1.5,Bachelor's,3,5,Yes,3,30,Ruse,No
5350,Female,55,Collection,Collection Agent,7/31/2020,4000,1,0.24,1,PhD,1,4,No,6,57,Varna,No
3584,Female,31,Internal Audit,Audit Analyst,3/29/2018,4900,1,0.35,1.1,High School,7,6,Yes,12,46,Varna,Yes
6490,Female,56,Compliance,Compliance Manager,04/04/2018,7100,3,0.08,3.2,Bachelor's,9,6,No,6,2,Sofia,No
9536,Female,56,Operations,Data Entry Clerk,6/23/2019,2800,1,0.39,1.2,Master's,6,5,Yes,8,56,Sofia,No
8191,Male,44,Compliance,Compliance Monitoring Officer,07/09/2021,5000,1,0.4,1,High School,6,3,No,9,38,Burgas,No
4281,Male,40,Legal,Corporate Lawyer,3/23/2019,4200,4,0.01,4.7,High School,3,5,Yes,0,79,Ruse,Yes
9691,Male,25,Digital Banking,Digital Banking Specialist,3/13/2020,3700,2,0.3,1.7,Bachelor's,9,4,No,17,36,Varna,No
8528,Female,30,IT,Software Developer,5/20/2021,7400,5,0.17,5,Bachelor's,3,3,Yes,10,75,Varna,Yes
3759,Male,27,Risk Management,Risk Analyst,06/12/2010,6200,5,0.11,4.3,PhD,3,14,No,3,34,Ruse,Yes
9710,Female,51,Corporate Banking,Corporate Sales Executive,8/20/2019,9200,5,0.14,4.6,Master's,3,5,Yes,12,6,Plovdiv,Yes
7571,Male,24,Back Office,Administrative Assistant,02/07/2017,3500,1,0.46,1.5,PhD,3,7,No,17,30,Plovdiv,Yes
7449,Male,44,Internal Audit,Audit Manager,12/29/2020,5900,2,0.46,1.7,High School,3,3,No,5,79,Ruse,No
4742,Female,49,Business Transformation,Project Manager,03/12/2011,4400,3,0.19,2.9,Master's,3,13,Yes,5,20,Ruse,No
8304,Female,39,Fraud Prevention,Fraud Investigator,8/17/2020,7300,5,0.15,4.4,Bachelor's,1,4,No,3,75,Ruse,Yes
6121,Female,58,Back Office,Back Office Clerk,11/26/2021,6800,4,0.13,3.3,PhD,1,2,Yes,19,79,Ruse,Yes
6136,Male,47,Back Office,Administrative Assistant,3/16/2019,3400,4,0.08,4.6,High School,3,5,Yes,3,23,Ruse,Yes
2209,Female,23,Back Office,Back Office Clerk,7/29/2019,7000,3,0.14,2.9,Master's,4,5,Yes,9,42,Burgas,Yes
1096,Male,45,Retail Banking,Service Manager,04/02/2021,4100,2,0.4,2.3,High School,6,3,No,18,13,Varna,Yes
4263,Male,44,IT,Software Developer,1/16/2022,4200,3,0.1,2.2,PhD,6,2,No,18,48,Burgas,No
6454,Female,45,Retail Banking,Customer Service Representative,07/02/2022,5000,1,0.37,1.5,High School,9,2,Yes,13,45,Plovdiv,Yes
9645,Female,41,Customer Support,Customer Support Representative,8/20/2016,4300,1,0.39,1,High School,8,8,No,6,78,Varna,No
4199,Male,45,Mortgage Services,Mortgage Officer,08/09/2018,8300,5,0.16,4.7,High School,3,6,No,16,78,Varna,Yes
8569,Male,37,Sales,Sales Consultant,1/30/2021,6100,2,0.37,1.5,High School,1,3,No,3,42,Varna,No
6004,Male,30,Loan Servicing,Loan Servicing Specialist,2/21/2022,8800,5,0.17,4.7,High School,3,2,No,8,15,Ruse,Yes
1340,Female,56,Wealth Management,Financial Advisor,08/12/2018,5600,3,0.02,2.8,Master's,2,6,Yes,17,51,Burgas,Yes
4920,Male,34,Treasury,Liquidity Specialist,12/23/2016,5800,1,0.46,1.9,Bachelor's,8,7,No,5,20,Varna,Yes
9759,Male,38,Treasury,Liquidity Specialist,8/18/2019,4200,3,0.06,3,Bachelor's,4,5,Yes,5,21,Burgas,No
9319,Male,50,Digital Banking,Digital Banking Specialist,07/09/2021,4400,1,0.33,1.1,PhD,6,3,Yes,18,44,Sofia,Yes
3293,Female,59,Fraud Prevention,Fraud Prevention Manager,01/07/2020,5500,4,0.08,3.9,Master's,3,4,Yes,10,12,Varna,Yes
9878,Male,59,Security,Cybersecurity Specialist,08/11/2019,5000,3,0.14,3.5,Master's,7,5,No,11,9,Burgas,No
8317,Male,47,Sales,Sales Representative,08/12/2020,8100,4,0.12,4.1,High School,1,4,Yes,11,8,Ruse,Yes
8557,Male,47,Human Resources,Recruiter,10/14/2023,6900,2,0.26,1.7,Bachelor's,9,0,No,9,8,Varna,Yes
6022,Female,22,Customer Support,Technical Support Specialist,3/26/2010,6800,2,0.49,2.7,Bachelor's,5,14,No,0,63,Burgas,No
5703,Male,34,Loan Servicing,Loan Underwriter,5/31/2012,7700,4,0.1,3.3,PhD,1,12,Yes,6,31,Burgas,No
8730,Male,49,Business Transformation,Business Analyst,9/21/2013,6400,2,0.43,2.4,PhD,6,11,No,17,38,Varna,No
2509,Female,34,Mortgage Services,Mortgage Advisor,1/27/2020,5000,2,0.43,2.4,Bachelor's,3,4,Yes,8,38,Ruse,No
6881,Female,44,Product Management,Product Analyst,02/04/2010,6100,5,0.13,5,High School,2,14,No,17,24,Ruse,Yes
5713,Male,38,Corporate Banking,Client Advisor,10/02/2021,7100,4,0.03,4,High School,2,3,No,11,65,Ruse,No
4478,Female,42,Customer Support,Customer Support Representative,09/01/2014,4000,2,0.37,2.1,Master's,9,10,Yes,11,3,Burgas,Yes
1721,Female,46,Product Management,Product Analyst,12/14/2020,6000,2,0.23,1.8,High School,4,3,No,17,39,Plovdiv,Yes
4841,Male,23,Wealth Management,Investment Banker,6/16/2016,6400,3,0.13,2.6,High School,2,8,No,18,42,Burgas,No
2484,Female,55,Legal,Compliance Lawyer,8/30/2011,4300,1,0.49,1.8,Master's,6,13,No,10,12,Ruse,No
8763,Male,53,Wealth Management,Client Advisor,10/13/2018,7400,4,0.01,4.6,Master's,2,5,Yes,12,8,Plovdiv,Yes
8744,Male,35,Security,Security Officer,3/23/2016,7600,5,0.11,5,PhD,3,8,Yes,8,65,Ruse,Yes
2955,Female,36,Business Transformation,Project Manager,07/05/2016,6000,4,0.09,3.9,PhD,1,8,No,17,26,Plovdiv,No
4992,Female,27,Mortgage Services,Mortgage Underwriter,02/11/2024,7100,5,0.01,5,High School,3,0,Yes,16,12,Plovdiv,Yes
2755,Male,57,Compliance,Compliance Monitoring Officer,01/11/2020,3900,1,0.24,1.6,High School,8,4,Yes,3,79,Sofia,No
1621,Female,49,Marketing,Marketing Manager,9/26/2021,8600,3,0.19,2.3,Bachelor's,4,3,No,16,5,Varna,No
3273,Female,29,Security,Security Officer,2/29/2020,8900,5,0.14,5,High School,1,4,Yes,12,51,Plovdiv,No
4796,Female,44,Finance,Tax Specialist,12/02/2012,6700,4,0.01,4.4,PhD,2,11,Yes,2,13,Sofia,Yes
7506,Female,51,Back Office,Back Office Manager,7/24/2011,7000,2,0.21,1.6,High School,1,13,No,0,79,Ruse,No
7032,Female,53,Back Office,Back Office Clerk,07/06/2010,5200,2,0.49,2.4,PhD,5,14,No,16,15,Varna,No
9192,Male,57,Corporate Banking,Credit Analyst,12/06/2013,3000,2,0.3,2.4,PhD,8,10,Yes,18,29,Sofia,No
3499,Male,42,Loan Servicing,Loan Servicing Specialist,3/13/2010,10000,5,0.18,4.5,High School,2,14,No,6,13,Burgas,No
8272,Male,45,Loan Servicing,Loan Processor,3/24/2013,8300,5,0.03,4.5,Master's,3,11,Yes,2,78,Plovdiv,Yes
8436,Male,34,Human Resources,HR Manager,07/04/2013,8100,4,0.13,4.2,PhD,1,11,Yes,19,10,Ruse,Yes
9673,Male,47,Digital Banking,Online Banking Manager,01/03/2024,5300,5,0.17,5,Bachelor's,3,0,Yes,12,14,Burgas,Yes
6862,Male,41,Treasury,Treasury Manager,11/18/2014,6500,5,0.09,4.5,Master's,1,9,Yes,8,64,Plovdiv,Yes
6909,Female,32,Marketing,Marketing Manager,5/19/2019,6300,2,0.27,2,Master's,7,5,No,16,3,Ruse,Yes
3147,Male,35,Sales,Sales Consultant,08/07/2021,6000,5,0.16,5,PhD,1,3,Yes,16,29,Burgas,Yes
9102,Female,54,Treasury,Treasury Analyst,10/21/2020,2900,1,0.45,1,High School,1,3,Yes,1,26,Burgas,Yes
4683,Female,42,Security,Cybersecurity Specialist,06/02/2018,6800,2,0.25,2.3,Master's,6,6,Yes,8,8,Plovdiv,No
8480,Female,39,Risk Management,Risk Consultant,11/17/2017,5000,2,0.26,2.8,High School,7,6,Yes,13,15,Burgas,Yes
1814,Female,49,Fraud Prevention,Fraud Prevention Manager,10/13/2014,4000,3,0.17,2.3,Master's,2,9,Yes,8,22,Burgas,Yes
1007,Male,35,Security,Cybersecurity Specialist,4/13/2015,11000,4,0.18,4.7,Master's,1,9,Yes,15,7,Varna,Yes
9122,Female,38,Mortgage Services,Mortgage Advisor,03/12/2011,7200,2,0.34,2.4,Master's,5,13,No,18,45,Ruse,No
7654,Female,38,Collection,Collection Agent,7/14/2016,6200,2,0.49,2.9,PhD,6,8,Yes,19,35,Varna,No
6142,Male,57,Loan Servicing,Loan Processor,8/24/2015,9000,5,0.1,5,PhD,2,9,Yes,15,31,Burgas,Yes
8772,Female,53,Human Resources,HR Specialist,6/17/2018,9100,4,0.03,4.6,High School,2,6,Yes,4,50,Ruse,No
3842,Male,30,Internal Audit,Audit Manager,7/26/2021,5700,5,0.03,4.9,Bachelor's,3,3,Yes,11,40,Burgas,No
3771,Male,53,Mortgage Services,Mortgage Underwriter,10/20/2010,5900,3,0.01,3.3,PhD,9,13,Yes,5,28,Burgas,Yes
5732,Female,42,Internal Audit,Audit Analyst,11/13/2010,3300,1,0.45,1,Master's,9,13,Yes,3,8,Burgas,Yes
1127,Male,29,Compliance,Compliance Officer,11/05/2021,7900,5,0.01,4.6,Master's,3,2,Yes,16,8,Plovdiv,Yes
5893,Male,36,Trade Finance,Trade Analyst,6/27/2024,3000,1,0.43,1.3,Bachelor's,7,0,No,0,43,Burgas,No
5208,Female,42,Back Office,Back Office Clerk,12/15/2022,7900,4,0.06,4,High School,2,1,Yes,5,64,Burgas,No
7707,Female,50,Wealth Management,Financial Advisor,04/08/2012,6100,4,0.2,4.4,Master's,1,12,No,4,21,Burgas,Yes
3860,Female,39,Loan Servicing,Loan Underwriter,10/30/2018,8300,5,0.19,5,PhD,3,5,Yes,3,66,Varna,Yes
3953,Male,26,Risk Management,Risk Consultant,11/13/2021,8100,5,0,4.7,Bachelor's,3,2,No,10,28,Plovdiv,Yes
5487,Female,25,Trade Finance,Trade Finance Manager,12/24/2009,6500,2,0.41,2.7,PhD,4,14,No,5,43,Sofia,Yes
5788,Male,24,Business Transformation,Project Manager,5/20/2023,4300,2,0.24,2.2,High School,5,1,Yes,1,35,Sofia,Yes
1656,Male,24,Back Office,Administrative Assistant,8/23/2012,9600,5,0.16,5,Master's,3,12,No,16,19,Varna,Yes
4156,Male,38,Operations,Data Entry Clerk,4/27/2021,6900,4,0.01,4.1,Bachelor's,3,3,Yes,2,70,Plovdiv,Yes
6868,Male,37,Product Management,Product Development Specialist,11/04/2009,5800,4,0.05,3.6,Master's,3,14,Yes,7,52,Varna,Yes
8225,Female,57,Marketing,Marketing Manager,02/06/2011,4700,1,0.22,1.8,High School,5,13,Yes,17,24,Sofia,No
8549,Male,50,Collection,Collection Agent,07/04/2018,6800,5,0.17,4.8,Master's,3,6,Yes,2,30,Plovdiv,Yes
3172,Female,56,Fraud Prevention,Fraud Prevention Manager,2/13/2010,7500,3,0.13,3.7,Bachelor's,3,14,No,18,46,Ruse,Yes
2691,Female,45,Wealth Management,Portfolio Manager,4/25/2013,4000,2,0.48,3.3,Bachelor's,3,11,Yes,10,63,Burgas,No
3333,Female,57,Risk Management,Senior Risk Manager,6/26/2017,5100,2,0.46,1.8,Master's,1,7,No,2,2,Burgas,No
9132,Male,37,Operations,Data Entry Clerk,3/16/2014,5900,2,0.27,1.8,Master's,8,10,No,19,13,Burgas,No
3883,Female,56,Human Resources,HR Specialist,01/02/2011,5200,2,0.22,2.7,Bachelor's,8,13,No,16,10,Sofia,No
4261,Female,26,Human Resources,Recruiter,03/01/2017,3800,1,0.47,1.6,Master's,6,7,Yes,0,78,Varna,Yes
7401,Male,52,Risk Management,Risk Manager,1/15/2010,4700,2,0.29,1.7,High School,9,14,No,6,15,Sofia,Yes
3662,Female,38,Mortgage Services,Mortgage Officer,1/25/2011,5800,3,0.17,3,Master's,6,13,No,5,11,Plovdiv,No
2567,Male,37,Wealth Management,Portfolio Manager,10/16/2014,8700,4,0.04,4.2,Master's,3,9,Yes,16,26,Varna,Yes
3101,Male,22,Fraud Prevention,Fraud Prevention Manager,02/03/2020,9600,5,0.2,5,High School,3,4,Yes,15,38,Varna,No
1035,Female,44,Trade Finance,Trade Finance Manager,5/26/2012,6700,4,0.12,4.1,PhD,2,12,Yes,9,19,Sofia,Yes
9174,Female,33,Business Transformation,Project Manager,12/17/2011,9300,3,0.12,3.6,Master's,4,12,No,14,36,Sofia,Yes
4704,Female,50,Fraud Prevention,Fraud Analyst,3/28/2012,5100,1,0.4,1,Bachelor's,8,12,No,11,38,Burgas,Yes
7116,Female,50,Treasury,Treasury Analyst,11/19/2019,5400,1,0.39,1,Bachelor's,1,4,No,8,33,Sofia,Yes
4556,Female,38,Customer Support,Customer Support Representative,3/27/2010,4000,3,0.14,1.8,Bachelor's,6,14,No,5,58,Varna,Yes
5967,Male,56,Sales,Sales Manager,8/25/2019,4200,1,0.5,1.2,PhD,2,5,No,6,74,Sofia,No
8813,Male,57,Mortgage Services,Mortgage Officer,09/10/2012,9100,3,0,2.4,High School,9,12,Yes,17,29,Varna,No
8509,Female,36,Customer Support,Customer Service Manager,5/22/2012,6300,4,0.06,3.9,Master's,2,12,Yes,1,1,Ruse,No
2696,Female,32,Corporate Banking,Client Advisor,4/21/2014,6900,3,0.12,3.4,PhD,3,10,No,4,40,Burgas,No
2453,Male,39,Finance,Accountant,10/31/2011,7100,5,0.02,4.1,Master's,3,12,Yes,2,7,Plovdiv,Yes
3628,Female,51,Fraud Prevention,Fraud Analyst,10/30/2019,4000,1,0.34,1,Bachelor's,6,4,No,9,60,Sofia,Yes
7285,Female,22,Digital Banking,Digital Product Manager,4/30/2014,6700,5,0.05,5,PhD,1,10,No,14,28,Ruse,Yes
4879,Female,23,Fraud Prevention,Fraud Investigator,02/12/2018,7900,5,0.08,5,High School,3,6,Yes,10,55,Varna,No
9696,Female,26,Finance,Finance Manager,8/14/2022,2600,1,0.37,1,PhD,8,2,Yes,8,26,Sofia,No
2266,Male,57,Sales,Sales Representative,7/27/2020,3200,1,0.42,1.7,PhD,1,4,No,14,18,Varna,Yes
2303,Female,35,Loan Servicing,Loan Underwriter,1/13/2011,6500,5,0.09,5,High School,1,13,Yes,4,31,Ruse,No
7105,Male,52,Finance,Financial Analyst,06/12/2017,4200,1,0.31,1.1,Bachelor's,3,7,No,19,64,Ruse,No
4308,Female,25,Wealth Management,Portfolio Manager,10/02/2017,5400,5,0.11,4.8,Bachelor's,2,7,Yes,10,17,Ruse,Yes
1441,Male,54,Loan Servicing,Loan Processor,9/23/2023,7700,4,0.1,3.9,Bachelor's,2,1,Yes,3,73,Varna,Yes
3825,Female,24,Customer Support,Technical Support Specialist,8/21/2010,4300,2,0.25,2.1,Bachelor's,9,14,No,11,18,Sofia,No
4913,Female,47,IT,System Administrator,2/20/2011,8500,5,0.06,4.7,Bachelor's,1,13,Yes,15,53,Sofia,No
4432,Female,39,Product Management,Product Development Specialist,07/03/2014,7800,3,0.17,2.3,PhD,4,10,No,16,57,Varna,No
4660,Male,40,Wealth Management,Investment Banker,10/15/2014,5600,3,0.03,2.7,High School,5,9,No,9,22,Plovdiv,No
6592,Female,46,Retail Banking,Retail Sales Advisor,1/21/2013,5100,2,0.43,2.3,PhD,6,11,No,18,10,Burgas,No
7751,Female,31,Business Transformation,Project Manager,3/20/2010,6300,3,0.07,3.7,Master's,7,14,No,6,18,Sofia,No
7637,Female,33,Product Management,Product Manager,11/13/2018,6300,3,0.13,3,Bachelor's,7,5,No,15,47,Plovdiv,No
7443,Male,58,Operations,Data Entry Clerk,5/31/2011,4100,1,0.31,1,Master's,1,13,No,3,33,Varna,No
3300,Male,55,Sales,Sales Consultant,9/19/2023,8800,3,0.1,2.9,Master's,2,1,No,5,15,Plovdiv,Yes
4488,Male,38,Human Resources,HR Manager,9/21/2016,8100,4,0.06,3.1,PhD,2,8,Yes,10,38,Varna,Yes
4103,Male,59,Trade Finance,Trade Finance Specialist,07/08/2022,8200,5,0.16,4.8,Bachelor's,2,2,No,6,58,Burgas,No
7415,Female,41,Digital Banking,Online Banking Manager,04/01/2010,7900,5,0.16,5,Bachelor's,1,14,Yes,14,32,Plovdiv,No
8092,Female,56,Risk Management,Senior Risk Manager,8/21/2012,6700,3,0.02,2.7,High School,1,12,Yes,1,21,Varna,No
5710,Male,44,Mortgage Services,Mortgage Underwriter,2/14/2019,7100,5,0.11,4.9,Master's,2,5,No,5,62,Plovdiv,Yes
3529,Female,46,Marketing,Communications Specialist,2/20/2014,7900,3,0.01,1.7,Bachelor's,9,10,No,12,33,Burgas,Yes
1051,Male,32,Legal,Compliance Lawyer,10/29/2021,5800,3,0.12,3.2,Master's,7,2,No,4,64,Sofia,No
5470,Female,36,Mortgage Services,Mortgage Officer,09/09/2010,6200,1,0.46,1,Master's,2,14,No,7,74,Ruse,No
6170,Female,57,Sales,Sales Representative,6/24/2012,5100,2,0.36,3.2,Bachelor's,1,12,No,19,73,Plovdiv,Yes
1660,Female,48,Human Resources,HR Specialist,9/24/2023,8300,4,0.17,4.2,PhD,3,1,Yes,13,70,Burgas,Yes
2844,Female,56,Digital Banking,Online Banking Manager,11/14/2018,4300,3,0.13,2.9,Master's,8,5,No,7,25,Burgas,No
9881,Female,52,Human Resources,HR Manager,11/18/2016,3700,1,0.38,1,High School,1,7,No,18,75,Burgas,No
3118,Female,37,Treasury,Treasury Analyst,02/11/2014,3700,2,0.29,2.1,Bachelor's,3,10,No,8,16,Varna,Yes
2512,Female,28,Product Management,Product Manager,05/11/2013,1400,1,0.28,1,Master's,6,11,No,13,1,Sofia,Yes
6693,Male,27,Treasury,Treasury Manager,6/25/2020,6100,1,0.21,1.6,Bachelor's,4,4,Yes,18,60,Ruse,No
2407,Male,31,Compliance,Compliance Analyst,7/22/2022,1900,1,0.34,1,High School,8,2,Yes,7,29,Plovdiv,No
1145,Male,28,Fraud Prevention,Fraud Investigator,12/04/2018,7400,4,0.05,4.3,Bachelor's,1,5,Yes,14,76,Varna,Yes
9021,Male,34,Fraud Prevention,Fraud Analyst,10/05/2013,5200,1,0.28,1.4,Master's,7,10,Yes,18,61,Plovdiv,No
1208,Female,43,Marketing,Communications Specialist,4/14/2012,6900,4,0.14,3.8,PhD,3,12,Yes,2,78,Burgas,No
2739,Female,24,Marketing,Marketing Analyst,07/06/2020,4800,2,0.36,2.2,High School,6,4,No,3,63,Ruse,Yes
7224,Female,31,Finance,Accountant,11/06/2014,6400,4,0.12,4,Bachelor's,3,9,Yes,4,66,Burgas,Yes
1251,Female,32,Sales,Sales Manager,06/10/2015,4800,2,0.21,2,Bachelor's,8,9,No,0,17,Burgas,Yes
6291,Female,40,Fraud Prevention,Fraud Analyst,12/11/2019,10000,4,0.16,4.2,PhD,1,4,Yes,11,64,Varna,Yes
6835,Female,22,Product Management,Product Analyst,8/30/2017,3800,1,0.39,1.3,Master's,1,7,Yes,11,6,Sofia,No
7169,Male,26,Business Transformation,Business Analyst,04/01/2013,6500,3,0.11,2.5,High School,7,11,No,12,49,Sofia,No
2919,Female,23,Customer Support,Customer Support Representative,5/15/2021,8400,5,0.03,4.4,High School,2,3,No,18,10,Burgas,Yes
5349,Female,42,Trade Finance,Trade Analyst,04/11/2016,5400,3,0.04,3.1,High School,1,8,Yes,12,20,Varna,Yes
5411,Male,55,Sales,Sales Consultant,8/28/2018,8300,3,0.14,2.7,High School,3,6,Yes,8,42,Ruse,No
9512,Female,29,Customer Support,Customer Support Representative,2/20/2020,7300,4,0.03,4.2,High School,2,4,Yes,17,49,Plovdiv,No
3552,Male,54,Collection,Collection Agent,09/05/2017,4900,4,0.09,3.3,Bachelor's,1,7,Yes,4,50,Burgas,Yes
3508,Male,37,Internal Audit,Audit Analyst,7/30/2014,6500,2,0.29,1.6,Master's,2,10,No,13,24,Varna,Yes
1413,Female,37,Human Resources,Training Coordinator,01/02/2012,4600,2,0.47,2.5,PhD,8,12,No,14,21,Ruse,Yes
7664,Male,33,IT,IT Support,02/02/2017,6100,4,0.03,4.1,Master's,2,7,Yes,11,16,Burgas,Yes
7187,Male,48,Internal Audit,Audit Manager,07/07/2022,4700,3,0.08,3.8,Bachelor's,8,2,No,17,18,Varna,Yes
4970,Female,27,Corporate Banking,Client Advisor,02/10/2012,7400,5,0.19,4.9,Master's,3,12,Yes,18,42,Ruse,No
5853,Female,54,Marketing,Communications Specialist,10/04/2023,7300,3,0.06,3.2,High School,5,0,Yes,15,75,Burgas,No
8944,Female,33,Retail Banking,Service Manager,2/18/2015,5000,4,0.16,2.9,PhD,1,9,No,1,59,Sofia,Yes
4625,Female,29,Loan Servicing,Loan Processor,8/14/2016,6800,4,0.13,4.3,Master's,1,8,Yes,7,12,Sofia,Yes
6202,Female,27,Product Management,Product Development Specialist,6/29/2010,6600,1,0.29,1.7,PhD,4,14,No,4,16,Varna,Yes
3376,Male,38,Human Resources,Recruiter,03/08/2010,7500,5,0.2,3.4,Master's,2,14,Yes,3,10,Ruse,Yes
7377,Female,46,Trade Finance,Trade Finance Specialist,12/04/2015,6800,5,0.06,5,PhD,1,8,Yes,13,71,Ruse,Yes
9188,Male,36,Corporate Banking,Account Manager,4/27/2023,7800,3,0.01,2.4,High School,7,1,Yes,19,43,Burgas,Yes
4694,Male,56,Compliance,Compliance Manager,02/11/2021,1800,1,0.25,1.5,High School,8,3,No,19,56,Varna,No
9009,Female,42,Sales,Sales Consultant,9/13/2024,8200,5,0.04,4.8,Master's,2,0,Yes,6,35,Plovdiv,Yes
9821,Female,29,Customer Support,Technical Support Specialist,3/23/2019,5900,2,0.24,2.1,High School,6,5,Yes,9,26,Varna,No
1937,Male,49,Treasury,Liquidity Specialist,6/18/2016,11100,5,0.11,5,Bachelor's,2,8,No,19,14,Plovdiv,No
5138,Female,35,Back Office,Back Office Clerk,01/09/2010,9500,5,0.09,5,Bachelor's,2,14,Yes,5,16,Ruse,No
6551,Female,24,Back Office,Back Office Clerk,4/13/2018,5800,3,0.04,2.6,Bachelor's,2,6,No,2,35,Varna,No
6286,Female,26,Risk Management,Regulatory Affairs Specialist,10/25/2012,8600,5,0.03,4.8,Master's,3,11,No,17,46,Plovdiv,Yes
2626,Female,59,Business Transformation,Change Manager,10/16/2009,8600,5,0.01,5,High School,2,14,No,2,42,Sofia,Yes
1705,Female,30,Fraud Prevention,Fraud Analyst,08/01/2024,5800,3,0.09,2.7,Bachelor's,5,0,No,6,26,Plovdiv,Yes
9833,Male,33,IT,System Administrator,7/28/2013,9500,5,0.17,5,PhD,1,11,Yes,13,29,Ruse,No
6523,Male,44,Trade Finance,Trade Finance Manager,5/26/2011,6700,5,0.11,4.2,PhD,1,13,Yes,19,69,Ruse,Yes
4527,Male,26,Human Resources,Recruiter,01/01/2020,5600,3,0.09,2.3,High School,7,4,No,13,79,Ruse,Yes
8864,Female,25,Trade Finance,Trade Analyst,2/15/2018,6300,3,0.15,2.9,PhD,8,6,No,7,33,Plovdiv,No
6387,Female,26,Fraud Prevention,Fraud Investigator,1/24/2023,5100,2,0.29,2,High School,4,1,No,5,14,Ruse,Yes
3283,Male,24,IT,IT Support,5/14/2013,5900,5,0.16,4.7,High School,1,11,Yes,3,73,Burgas,No
7709,Male,36,Product Management,Product Development Specialist,11/18/2019,8100,2,0.38,2.7,PhD,2,4,No,6,71,Ruse,No
7052,Female,27,Human Resources,HR Specialist,01/07/2010,6600,3,0.11,3.9,Bachelor's,2,14,No,16,41,Plovdiv,No
6517,Male,59,IT,Software Developer,7/25/2014,4000,1,0.35,1.6,Bachelor's,6,10,Yes,1,33,Ruse,No
1175,Female,46,Trade Finance,Trade Analyst,10/28/2022,6100,3,0.02,2.2,Master's,2,1,Yes,10,48,Ruse,Yes
2505,Male,24,Corporate Banking,Business Development Manager,02/07/2016,7700,4,0.02,4.2,PhD,1,8,Yes,2,39,Varna,Yes
2123,Male,52,Finance,Tax Specialist,11/21/2021,5200,1,0.24,1,PhD,6,2,No,5,74,Ruse,No
9387,Female,25,Human Resources,HR Specialist,6/20/2021,4800,2,0.34,1.9,High School,5,3,No,7,4,Ruse,No
1726,Female,48,Treasury,Treasury Analyst,1/26/2010,8700,5,0.08,5,Bachelor's,1,14,Yes,5,22,Varna,Yes
5876,Female,38,Fraud Prevention,Fraud Analyst,12/31/2016,3000,1,0.31,1,PhD,3,7,No,15,7,Varna,Yes
7857,Male,36,Compliance,AML Officer,7/19/2017,6000,3,0.06,2.9,Bachelor's,9,7,No,19,37,Burgas,Yes
1420,Male,29,Corporate Banking,Corporate Finance Associate,04/08/2010,5700,1,0.24,1,PhD,4,14,No,4,16,Sofia,No
8470,Male,33,Product Management,Product Manager,7/19/2011,8500,5,0.19,5,Master's,3,13,Yes,13,40,Varna,No
2991,Female,51,Digital Banking,Digital Banking Specialist,5/14/2011,7000,1,0.49,1,Bachelor's,3,13,No,8,25,Varna,No
3782,Female,51,Mortgage Services,Mortgage Officer,04/06/2013,7800,4,0.06,4.9,High School,2,11,No,18,76,Sofia,No
9400,Male,40,Legal,Legal Advisor,05/11/2012,6800,1,0.38,1,Master's,1,12,No,15,20,Sofia,Yes
8933,Female,47,Collection,Debt Recovery Specialist,4/14/2019,6100,5,0.12,4.7,Master's,3,5,Yes,12,5,Sofia,Yes
4495,Female,29,Business Transformation,Project Manager,5/28/2020,3500,2,0.47,1.7,PhD,9,4,No,12,18,Burgas,No
3070,Male,32,Legal,Corporate Lawyer,7/24/2023,6900,2,0.32,1.2,High School,7,1,No,7,53,Varna,No
9438,Male,41,Back Office,Back Office Clerk,07/02/2016,8500,4,0.1,4.8,Master's,1,8,Yes,10,30,Burgas,Yes
3302,Female,56,Customer Support,Customer Service Manager,11/07/2010,5100,5,0.16,5,Bachelor's,1,13,Yes,14,49,Ruse,Yes
